epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.0787,0.59138,0.94493,3.70734,1.10973,0.4875,0.6815,0.63542,0.48199,0.48129,0.67483,0.62908,0.4794,0.88191,1.41209,1.4465,1.46207,0.000236359,0.000236359,0.000236359
2,170.055,0.6068,0.60726,1.32315,1.05477,0.77302,0.77704,0.89814,0.7611,0.77302,0.77704,0.89874,0.82444,0.75238,0.65116,0.95562,1.20316,0.000427397,0.000427397,0.000427397
